date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
22:28:43	19363/19363	---M-Z	200	added ('OK')	text/css	etag:%224ba3-63fe3d30-4e7d8b0dac9b7e63;gz%22	https://join.futurebillionr.com/wp-content/plugins/elementor/assets/lib/eicons/css/elementor-icons.min.css?ver=5.18.0	C:/My%20Web%20Sites/new%20site%20101/join.futurebillionr.com/wp-content/plugins/elementor/assets/lib/eicons/css/elementor-icons.min3b94.css	(from https://join.futurebillionr.com/)
22:28:43	699/699	---M-Z	200	added ('OK')	image/svg+xml	etag:%222bb-63fe427e-e847584a4af1afaa;gz%22	https://join.futurebillionr.com/wp-content/plugins/essential-addons-for-elementor-lite/assets/admin/images/templately/logo-icon.svg	C:/My%20Web%20Sites/new%20site%20101/join.futurebillionr.com/wp-content/plugins/essential-addons-for-elementor-lite/assets/admin/images/templately/logo-icon.svg	(from https://join.futurebillionr.com/)
22:28:43	16471/16471	---M-Z	200	added ('OK')	text/css	etag:%224057-63fe3d30-8f48393b8badf080;gz%22	https://join.futurebillionr.com/wp-content/plugins/elementor/assets/lib/swiper/v8/css/swiper.min.css?ver=8.4.5	C:/My%20Web%20Sites/new%20site%20101/join.futurebillionr.com/wp-content/plugins/elementor/assets/lib/swiper/v8/css/swiper.min94a4.css	(from https://join.futurebillionr.com/)
22:28:44	1319/1319	---M-Z	200	added ('OK')	text/css	etag:%22527-63fe37ad-6201f5046805684f;gz%22	https://join.futurebillionr.com/wp-content/uploads/elementor/css/post-5.css?ver=1677604781	C:/My%20Web%20Sites/new%20site%20101/join.futurebillionr.com/wp-content/uploads/elementor/css/post-5c935.css	(from https://join.futurebillionr.com/)
22:28:44	8777/8777	---M-Z	200	added ('OK')	text/css	etag:%222249-63fe419f-a07ea9d2314b120c;gz%22	https://join.futurebillionr.com/wp-content/plugins/elementor-pro/assets/css/frontend-lite.min.css?ver=3.11.0	C:/My%20Web%20Sites/new%20site%20101/join.futurebillionr.com/wp-content/plugins/elementor-pro/assets/css/frontend-lite.minf416.css	(from https://join.futurebillionr.com/)
22:28:44	627202/627202	---M-Z	200	added ('OK')	text/css	etag:%2299202-63fe43ed-a92fea091ce5ac0d;gz%22	https://join.futurebillionr.com/wp-content/plugins/ultimate-elementor/assets/min-css/uael-frontend.min.css?ver=1.36.7	C:/My%20Web%20Sites/new%20site%20101/join.futurebillionr.com/wp-content/plugins/ultimate-elementor/assets/min-css/uael-frontend.min9a24.css	(from https://join.futurebillionr.com/)
22:28:44	51375/51375	---M-Z	200	added ('OK')	text/css	etag:%22c8af-63fdd1f4-42e56a0cbb6c637;gz%22	https://join.futurebillionr.com/wp-content/plugins/wpforms-lite/assets/css/wpforms-full.min.css?ver=1.8.0.1	C:/My%20Web%20Sites/new%20site%20101/join.futurebillionr.com/wp-content/plugins/wpforms-lite/assets/css/wpforms-full.minee47.css	(from https://join.futurebillionr.com/)
22:28:44	155931/155931	---M-Z	200	added ('OK')	text/css	etag:%222611b-63fe37af-121f0fc7799dac2d;gz%22	https://join.futurebillionr.com/wp-content/uploads/elementor/css/global.css?ver=1677604783	C:/My%20Web%20Sites/new%20site%20101/join.futurebillionr.com/wp-content/uploads/elementor/css/global496f.css	(from https://join.futurebillionr.com/)
22:28:45	145802/145802	---M-Z	200	added ('OK')	text/css	etag:%222398a-6415cae8-69d5a6845ef2e1b;gz%22	https://join.futurebillionr.com/wp-content/uploads/elementor/css/post-8.css?ver=1679149800	C:/My%20Web%20Sites/new%20site%20101/join.futurebillionr.com/wp-content/uploads/elementor/css/post-805eb.css	(from https://join.futurebillionr.com/)
22:28:45	75684/75684	---M-Z	200	added ('OK')	text/css	etag:%22127a4-63fde7c2-d4e0874133e1156;gz%22	https://join.futurebillionr.com/wp-content/plugins/header-footer-elementor/inc/widgets-css/frontend.css?ver=1.6.13	C:/My%20Web%20Sites/new%20site%20101/join.futurebillionr.com/wp-content/plugins/header-footer-elementor/inc/widgets-css/frontend1f62.css	(from https://join.futurebillionr.com/)
22:28:45	1272/1272	---M-Z	200	added ('OK')	text/css	etag:%224f8-63fe4359-c9b243d5e4a2d69d;gz%22	https://join.futurebillionr.com/wp-content/uploads/elementor/css/post-56.css?ver=1677607769	C:/My%20Web%20Sites/new%20site%20101/join.futurebillionr.com/wp-content/uploads/elementor/css/post-56bb73.css	(from https://join.futurebillionr.com/)
22:28:45	1288/1288	---M-Z	200	added ('OK')	text/css	etag:%22508-6415cae8-927a5697f4399034;gz%22	https://join.futurebillionr.com/wp-content/uploads/elementor/css/post-74.css?ver=1679149800	C:/My%20Web%20Sites/new%20site%20101/join.futurebillionr.com/wp-content/uploads/elementor/css/post-7405eb.css	(from https://join.futurebillionr.com/)
22:28:45	57912/57912	---M-Z	200	added ('OK')	text/css	etag:%22e238-63fe3d30-305b1e1ded640170;gz%22	https://join.futurebillionr.com/wp-content/plugins/elementor/assets/lib/font-awesome/css/fontawesome.min.css?ver=5.15.3	C:/My%20Web%20Sites/new%20site%20101/join.futurebillionr.com/wp-content/plugins/elementor/assets/lib/font-awesome/css/fontawesome.min52d5.css	(from https://join.futurebillionr.com/)
22:28:46	669/669	---M-Z	200	added ('OK')	text/css	etag:%2229d-63fe3d30-184b7ea13c74cb42;gz%22	https://join.futurebillionr.com/wp-content/plugins/elementor/assets/lib/font-awesome/css/solid.min.css?ver=5.15.3	C:/My%20Web%20Sites/new%20site%20101/join.futurebillionr.com/wp-content/plugins/elementor/assets/lib/font-awesome/css/solid.min52d5.css	(from https://join.futurebillionr.com/)
22:28:46	677/677	---M-Z	200	added ('OK')	text/css	etag:%222a5-63fe3d30-aee09849dc33462;gz%22	https://join.futurebillionr.com/wp-content/plugins/elementor/assets/lib/font-awesome/css/regular.min.css?ver=5.15.3	C:/My%20Web%20Sites/new%20site%20101/join.futurebillionr.com/wp-content/plugins/elementor/assets/lib/font-awesome/css/regular.min52d5.css	(from https://join.futurebillionr.com/)
22:28:46	89684/89684	---M-Z	200	added ('OK')	application/x-javascript	etag:%2215e54-63fdd1d2-b2b456d4c37ba7e6;gz%22	https://join.futurebillionr.com/wp-includes/js/jquery/jquery.min.js?ver=3.6.1	C:/My%20Web%20Sites/new%20site%20101/join.futurebillionr.com/wp-includes/js/jquery/jquery.mina7a0.js	(from https://join.futurebillionr.com/)
22:28:46	11224/11224	---M-Z	200	added ('OK')	application/x-javascript	etag:%222bd8-63fdd1d2-4632289b5dd3d0d0;gz%22	https://join.futurebillionr.com/wp-includes/js/jquery/jquery-migrate.min.js?ver=3.3.2	C:/My%20Web%20Sites/new%20site%20101/join.futurebillionr.com/wp-includes/js/jquery/jquery-migrate.mind617.js	(from https://join.futurebillionr.com/)
22:28:47	199011/199011	---MCZ	200	added ('OK')	application/json	etag:%221141-1679158618;gz%22	https://join.futurebillionr.com/index.php/wp-json/	C:/My%20Web%20Sites/new%20site%20101/join.futurebillionr.com/index.php/wp-json/index.html	(from https://join.futurebillionr.com/)
22:28:48	153822/153822	---MCZ	200	added ('OK')	application/json	etag:%221142-1679158620;gz%22	https://join.futurebillionr.com/index.php/wp-json/wp/v2/pages/8	C:/My%20Web%20Sites/new%20site%20101/join.futurebillionr.com/index.php/wp-json/wp/v2/pages/8.json	(from https://join.futurebillionr.com/)
22:28:49	862/862	---M-Z	200	added ('OK')	text/xml	date:Sat,%2018%20Mar%202023%2016:57:00%20GMT	https://join.futurebillionr.com/xmlrpc.php?rsd	C:/My%20Web%20Sites/new%20site%20101/join.futurebillionr.com/xmlrpc0db0.php	(from https://join.futurebillionr.com/)
22:28:49	1045/1045	---M-Z	200	added ('OK')	application/xml	etag:%22415-63fdd1d2-c2b3e6bac33ff537;gz%22	https://join.futurebillionr.com/wp-includes/wlwmanifest.xml	C:/My%20Web%20Sites/new%20site%20101/join.futurebillionr.com/wp-includes/wlwmanifest.xml	(from https://join.futurebillionr.com/)
22:28:49	2366/2366	---M-Z	200	added ('OK')	application/json	etag:%221143-1679158620;gz%22	https://join.futurebillionr.com/index.php/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fjoin.futurebillionr.com%2F	C:/My%20Web%20Sites/new%20site%20101/join.futurebillionr.com/index.php/wp-json/oembed/1.0/embed3027.json	(from https://join.futurebillionr.com/)
22:28:49	2440/2440	---M-Z	200	added ('OK')	text/xml	etag:%221144-1679158620;gz%22	https://join.futurebillionr.com/index.php/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fjoin.futurebillionr.com%2F&format=xml	C:/My%20Web%20Sites/new%20site%20101/join.futurebillionr.com/index.php/wp-json/oembed/1.0/embedd50c	(from https://join.futurebillionr.com/)
22:28:49	26674/26674	---M-Z	200	added ('OK')	text/css	etag:%226832-63fe419f-d870d388b390661d;gz%22	https://join.futurebillionr.com/wp-content/plugins/elementor-pro/assets/css/widget-nav-menu.min.css	C:/My%20Web%20Sites/new%20site%20101/join.futurebillionr.com/wp-content/plugins/elementor-pro/assets/css/widget-nav-menu.min.css	(from https://join.futurebillionr.com/)
22:28:50	9844/9844	---M-Z	200	added ('OK')	text/css	etag:%222674-63fe3d30-6c101f396da95d65;gz%22	https://join.futurebillionr.com/wp-content/plugins/elementor/assets/css/widget-icon-list.min.css	C:/My%20Web%20Sites/new%20site%20101/join.futurebillionr.com/wp-content/plugins/elementor/assets/css/widget-icon-list.min.css	(from https://join.futurebillionr.com/)
22:28:50	305279/305279	---M--	200	added ('OK')	image/png	etag:%224a87f-63fedaf4-297ae0b16061d525;;;%22	https://join.futurebillionr.com/wp-content/uploads/2023/03/20230301_102333_0000-1024x576.png	C:/My%20Web%20Sites/new%20site%20101/join.futurebillionr.com/wp-content/uploads/2023/03/20230301_102333_0000-1024x576.png	(from https://join.futurebillionr.com/)
22:28:50	10109/10109	---M-Z	200	added ('OK')	text/css	etag:%22277d-63fe3d30-6e691b797e2303ad;gz%22	https://join.futurebillionr.com/wp-content/plugins/elementor/assets/css/widget-icon-box.min.css	C:/My%20Web%20Sites/new%20site%20101/join.futurebillionr.com/wp-content/plugins/elementor/assets/css/widget-icon-box.min.css	(from https://join.futurebillionr.com/)
22:28:51	336197/336197	---M--	200	added ('OK')	image/png	etag:%2252145-63fe1eb4-b74e4109499c4b10;;;%22	https://join.futurebillionr.com/wp-content/uploads/2023/02/20230228_210255_0000-1024x1024.png	C:/My%20Web%20Sites/new%20site%20101/join.futurebillionr.com/wp-content/uploads/2023/02/20230228_210255_0000-1024x1024.png	(from https://join.futurebillionr.com/)
22:28:51	750318/750318	---M--	200	added ('OK')	image/png	etag:%22b72ee-63fe0dd6-e8d9afdda3cdf2a;;;%22	https://join.futurebillionr.com/wp-content/uploads/2023/02/png_20230228_195044_0000-1024x1024.png	C:/My%20Web%20Sites/new%20site%20101/join.futurebillionr.com/wp-content/uploads/2023/02/png_20230228_195044_0000-1024x1024.png	(from https://join.futurebillionr.com/)
22:28:51	522555/522555	---M--	200	added ('OK')	image/png	etag:%227f93b-63fe1d71-cd0099e978dba0a5;;;%22	https://join.futurebillionr.com/wp-content/uploads/2023/02/20230228_205720_0000-1024x1024.png	C:/My%20Web%20Sites/new%20site%20101/join.futurebillionr.com/wp-content/uploads/2023/02/20230228_205720_0000-1024x1024.png	(from https://join.futurebillionr.com/)
22:28:52	475939/475939	---M--	200	added ('OK')	image/png	etag:%2274323-63fe2229-7007096a1dd2ae4d;;;%22	https://join.futurebillionr.com/wp-content/uploads/2023/02/31_20230228_211413_0000.png	C:/My%20Web%20Sites/new%20site%20101/join.futurebillionr.com/wp-content/uploads/2023/02/31_20230228_211413_0000.png	(from https://join.futurebillionr.com/)
22:28:52	183942/183942	---M--	200	added ('OK')	image/png	etag:%222ce86-63fe221e-2135c0d57c274bce;;;%22	https://join.futurebillionr.com/wp-content/uploads/2023/02/32_20230228_211413_0001.png	C:/My%20Web%20Sites/new%20site%20101/join.futurebillionr.com/wp-content/uploads/2023/02/32_20230228_211413_0001.png	(from https://join.futurebillionr.com/)
22:28:52	268280/268280	---M--	200	added ('OK')	image/png	etag:%22417f8-63fe2225-4ba07701331af465;;;%22	https://join.futurebillionr.com/wp-content/uploads/2023/02/33_20230228_211413_0002.png	C:/My%20Web%20Sites/new%20site%20101/join.futurebillionr.com/wp-content/uploads/2023/02/33_20230228_211413_0002.png	(from https://join.futurebillionr.com/)
22:28:52	48654/48654	---M--	200	added ('OK')	image/png	etag:%22be0e-63fe222d-64274c104e933b31;;;%22	https://join.futurebillionr.com/wp-content/uploads/2023/02/34_20230228_211413_0003.png	C:/My%20Web%20Sites/new%20site%20101/join.futurebillionr.com/wp-content/uploads/2023/02/34_20230228_211413_0003.png	(from https://join.futurebillionr.com/)
22:28:52	18468/18468	---M-Z	200	added ('OK')	text/css	etag:%224824-63fe3d30-37f058b08634e853;gz%22	https://join.futurebillionr.com/wp-content/plugins/elementor/assets/lib/animations/animations.min.css?ver=3.11.2	C:/My%20Web%20Sites/new%20site%20101/join.futurebillionr.com/wp-content/plugins/elementor/assets/lib/animations/animations.min991d.css	(from https://join.futurebillionr.com/)
22:28:53	18114/18114	---M-Z	200	added ('OK')	application/x-javascript	etag:%2246c2-63fe4108-56a75aa72889efec;gz%22	https://join.futurebillionr.com/wp-content/themes/astra/assets/js/minified/frontend.min.js?ver=4.0.2	C:/My%20Web%20Sites/new%20site%20101/join.futurebillionr.com/wp-content/themes/astra/assets/js/minified/frontend.min05da.js	(from https://join.futurebillionr.com/)
22:28:53	8770/8770	---M-Z	200	added ('OK')	application/x-javascript	etag:%222242-63fe427e-230797d2dad78e25;gz%22	https://join.futurebillionr.com/wp-content/plugins/essential-addons-for-elementor-lite/assets/front-end/js/view/general.min.js?ver=5.6.0	C:/My%20Web%20Sites/new%20site%20101/join.futurebillionr.com/wp-content/plugins/essential-addons-for-elementor-lite/assets/front-end/js/view/general.min0969.js	(from https://join.futurebillionr.com/)
22:28:53	6345/6345	---M-Z	200	added ('OK')	application/x-javascript	etag:%2218c9-63fe429c-c9c665694d7a5f09;gz%22	https://join.futurebillionr.com/wp-content/uploads/essential-addons-elementor/eael-8.js?ver=1679149681	C:/My%20Web%20Sites/new%20site%20101/join.futurebillionr.com/wp-content/uploads/essential-addons-elementor/eael-864b0.js	(from https://join.futurebillionr.com/)
22:28:53	25202/25202	---M-Z	200	added ('OK')	application/x-javascript	etag:%226272-63fe419f-62eab77302eca884;gz%22	https://join.futurebillionr.com/wp-content/plugins/elementor-pro/assets/lib/smartmenus/jquery.smartmenus.min.js?ver=1.0.1	C:/My%20Web%20Sites/new%20site%20101/join.futurebillionr.com/wp-content/plugins/elementor-pro/assets/lib/smartmenus/jquery.smartmenus.minf269.js	(from https://join.futurebillionr.com/)
22:28:54	33405/33405	---M-Z	200	added ('OK')	application/x-javascript	etag:%22827d-63fe43c8-8954a58bea9528e1;gz%22	https://join.futurebillionr.com/wp-content/plugins/ultimate-elementor/assets/min-js/uael-frontend.min.js?ver=1.36.7	C:/My%20Web%20Sites/new%20site%20101/join.futurebillionr.com/wp-content/plugins/ultimate-elementor/assets/min-js/uael-frontend.min9a24.js	(from https://join.futurebillionr.com/)
22:28:54	3031/3031	---M-Z	200	added ('OK')	application/x-javascript	etag:%22bd7-63fe43c8-e89202152ea3110c;gz%22	https://join.futurebillionr.com/wp-content/plugins/ultimate-elementor/assets/lib/typed/typed.min.js?ver=1.36.7	C:/My%20Web%20Sites/new%20site%20101/join.futurebillionr.com/wp-content/plugins/ultimate-elementor/assets/lib/typed/typed.min9a24.js	(from https://join.futurebillionr.com/)
22:28:54	4167/4167	---M-Z	200	added ('OK')	application/x-javascript	etag:%221047-63fe43c8-1cf38f81a741a0ee;gz%22	https://join.futurebillionr.com/wp-content/plugins/ultimate-elementor/assets/lib/rvticker/rvticker.min.js?ver=1.36.7	C:/My%20Web%20Sites/new%20site%20101/join.futurebillionr.com/wp-content/plugins/ultimate-elementor/assets/lib/rvticker/rvticker.min9a24.js	(from https://join.futurebillionr.com/)
22:28:54	5414/5414	---M-Z	200	added ('OK')	application/x-javascript	etag:%221526-63fe419f-a12eb991f9baf0bf;gz%22	https://join.futurebillionr.com/wp-content/plugins/elementor-pro/assets/js/webpack-pro.runtime.min.js?ver=3.11.0	C:/My%20Web%20Sites/new%20site%20101/join.futurebillionr.com/wp-content/plugins/elementor-pro/assets/js/webpack-pro.runtime.minf416.js	(from https://join.futurebillionr.com/)
22:28:54	4958/4958	---M-Z	200	added ('OK')	application/x-javascript	etag:%22135e-63fe3d30-8e3488f2206420a7;gz%22	https://join.futurebillionr.com/wp-content/plugins/elementor/assets/js/webpack.runtime.min.js?ver=3.11.2	C:/My%20Web%20Sites/new%20site%20101/join.futurebillionr.com/wp-content/plugins/elementor/assets/js/webpack.runtime.min991d.js	(from https://join.futurebillionr.com/)
22:28:55	36460/36460	---M-Z	200	added ('OK')	application/x-javascript	etag:%228e6c-63fe3d30-26062ffaf3dddc41;gz%22	https://join.futurebillionr.com/wp-content/plugins/elementor/assets/js/frontend-modules.min.js?ver=3.11.2	C:/My%20Web%20Sites/new%20site%20101/join.futurebillionr.com/wp-content/plugins/elementor/assets/js/frontend-modules.min991d.js	(from https://join.futurebillionr.com/)
22:28:55	6475/6475	---M-Z	200	added ('OK')	application/x-javascript	etag:%22194b-63fdd1d2-37fbd01785475829;gz%22	https://join.futurebillionr.com/wp-includes/js/dist/vendor/regenerator-runtime.min.js?ver=0.13.9	C:/My%20Web%20Sites/new%20site%20101/join.futurebillionr.com/wp-includes/js/dist/vendor/regenerator-runtime.min3937.js	(from https://join.futurebillionr.com/)
22:28:55	17823/17823	---M-Z	200	added ('OK')	application/x-javascript	etag:%22459f-63fdd1d2-b02e52db1f725a44;gz%22	https://join.futurebillionr.com/wp-includes/js/dist/vendor/wp-polyfill.min.js?ver=3.15.0	C:/My%20Web%20Sites/new%20site%20101/join.futurebillionr.com/wp-includes/js/dist/vendor/wp-polyfill.min2c7c.js	(from https://join.futurebillionr.com/)
22:28:55	4910/4910	---M-Z	200	added ('OK')	application/x-javascript	etag:%22132e-63fdd1d2-135281a6fd659568;gz%22	https://join.futurebillionr.com/wp-includes/js/dist/hooks.min.js?ver=4169d3cf8e8d95a3d6d5	C:/My%20Web%20Sites/new%20site%20101/join.futurebillionr.com/wp-includes/js/dist/hooks.min6c65.js	(from https://join.futurebillionr.com/)
22:28:56	10230/10230	---M-Z	200	added ('OK')	application/x-javascript	etag:%2227f6-63fdd1d2-720af29f753024b8;gz%22	https://join.futurebillionr.com/wp-includes/js/dist/i18n.min.js?ver=9e794f35a71bb98672ae	C:/My%20Web%20Sites/new%20site%20101/join.futurebillionr.com/wp-includes/js/dist/i18n.mine57b.js	(from https://join.futurebillionr.com/)
22:28:56	22378/22378	---M-Z	200	added ('OK')	application/x-javascript	etag:%22576a-63fe419f-c7f4a9a7c2c79868;gz%22	https://join.futurebillionr.com/wp-content/plugins/elementor-pro/assets/js/frontend.min.js?ver=3.11.0	C:/My%20Web%20Sites/new%20site%20101/join.futurebillionr.com/wp-content/plugins/elementor-pro/assets/js/frontend.minf416.js	(from https://join.futurebillionr.com/)
22:28:56	12198/12198	---M-Z	200	added ('OK')	application/x-javascript	etag:%222fa6-63fe3d30-e64b0dd658a619e;gz%22	https://join.futurebillionr.com/wp-content/plugins/elementor/assets/lib/waypoints/waypoints.min.js?ver=4.0.2	C:/My%20Web%20Sites/new%20site%20101/join.futurebillionr.com/wp-content/plugins/elementor/assets/lib/waypoints/waypoints.min05da.js	(from https://join.futurebillionr.com/)
22:28:56	21440/21440	---M-Z	200	added ('OK')	application/x-javascript	etag:%2253c0-63fdd1d2-af8f2f15a412a500;gz%22	https://join.futurebillionr.com/wp-includes/js/jquery/ui/core.min.js?ver=1.13.2	C:/My%20Web%20Sites/new%20site%20101/join.futurebillionr.com/wp-includes/js/jquery/ui/core.min3f14.js	(from https://join.futurebillionr.com/)
22:28:57	41906/41906	---M-Z	200	added ('OK')	application/x-javascript	etag:%22a3b2-63fe3d30-a174ae99e55d5fc8;gz%22	https://join.futurebillionr.com/wp-content/plugins/elementor/assets/js/frontend.min.js?ver=3.11.2	C:/My%20Web%20Sites/new%20site%20101/join.futurebillionr.com/wp-content/plugins/elementor/assets/js/frontend.min991d.js	(from https://join.futurebillionr.com/)
22:28:57	29601/29601	---M-Z	200	added ('OK')	application/x-javascript	etag:%2273a1-63fe419f-c3a27bab9d92df42;gz%22	https://join.futurebillionr.com/wp-content/plugins/elementor-pro/assets/js/elements-handlers.min.js?ver=3.11.0	C:/My%20Web%20Sites/new%20site%20101/join.futurebillionr.com/wp-content/plugins/elementor-pro/assets/js/elements-handlers.minf416.js	(from https://join.futurebillionr.com/)
22:28:57	3721/3721	---M-Z	200	added ('OK')	application/x-javascript	etag:%22e89-63fe419f-71fe0ba19f827278;gz%22	https://join.futurebillionr.com/wp-content/plugins/elementor-pro/assets/lib/sticky/jquery.sticky.min.js?ver=3.11.0	C:/My%20Web%20Sites/new%20site%20101/join.futurebillionr.com/wp-content/plugins/elementor-pro/assets/lib/sticky/jquery.sticky.minf416.js	(from https://join.futurebillionr.com/)
22:28:57	18833/18833	---M-Z	200	added ('OK')	application/x-javascript	etag:%224991-63fdd1d2-d7d58a0b28123756;gz%22	https://join.futurebillionr.com/wp-includes/js/underscore.min.js?ver=1.13.4	C:/My%20Web%20Sites/new%20site%20101/join.futurebillionr.com/wp-includes/js/underscore.mind584.js	(from https://join.futurebillionr.com/)
22:28:58	1426/1426	---M-Z	200	added ('OK')	application/x-javascript	etag:%22592-63fdd1d2-b5c61af62caaee2d;gz%22	https://join.futurebillionr.com/wp-includes/js/wp-util.min.js?ver=6.1.1	C:/My%20Web%20Sites/new%20site%20101/join.futurebillionr.com/wp-includes/js/wp-util.min6a4d.js	(from https://join.futurebillionr.com/)
22:28:58	771/771	---M-Z	200	added ('OK')	application/x-javascript	etag:%22303-63fdd1f4-675eeb584a699d8b;gz%22	https://join.futurebillionr.com/wp-content/plugins/wpforms-lite/assets/js/integrations/elementor/frontend.min.js?ver=1.8.0.1	C:/My%20Web%20Sites/new%20site%20101/join.futurebillionr.com/wp-content/plugins/wpforms-lite/assets/js/integrations/elementor/frontend.minee47.js	(from https://join.futurebillionr.com/)
22:28:59	212956/212956	---M-Z	200	added ('OK')	application/vnd.ms-fontobject	etag:%2233fdc-63fe3d30-9322e00969e467c5;gz%22	https://join.futurebillionr.com/wp-content/plugins/elementor/assets/lib/eicons/fonts/eicons.eot?5.18.0	C:/My%20Web%20Sites/new%20site%20101/join.futurebillionr.com/wp-content/plugins/elementor/assets/lib/eicons/fonts/eiconsd6bb.eot	(from https://join.futurebillionr.com/wp-content/plugins/elementor/assets/lib/eicons/css/elementor-icons.min.css?ver=5.18.0)
22:28:59	93868/93868	---M--	200	added ('OK')	font/woff2	etag:%2216eac-63fe3d30-16af80cd8e512165;;;%22	https://join.futurebillionr.com/wp-content/plugins/elementor/assets/lib/eicons/fonts/eicons.woff2?5.18.0	C:/My%20Web%20Sites/new%20site%20101/join.futurebillionr.com/wp-content/plugins/elementor/assets/lib/eicons/fonts/eiconsd6bb.woff2	(from https://join.futurebillionr.com/wp-content/plugins/elementor/assets/lib/eicons/css/elementor-icons.min.css?ver=5.18.0)
22:28:59	114948/114948	---M--	200	added ('OK')	application/font-woff	etag:%221c104-63fe3d30-54e93acf7a33b1cf;;;%22	https://join.futurebillionr.com/wp-content/plugins/elementor/assets/lib/eicons/fonts/eicons.woff?5.18.0	C:/My%20Web%20Sites/new%20site%20101/join.futurebillionr.com/wp-content/plugins/elementor/assets/lib/eicons/fonts/eiconsd6bb.woff	(from https://join.futurebillionr.com/wp-content/plugins/elementor/assets/lib/eicons/css/elementor-icons.min.css?ver=5.18.0)
22:28:59	212796/212796	---M-Z	200	added ('OK')	application/x-font-ttf	etag:%2233f3c-63fe3d30-e799e89142bd342;gz%22	https://join.futurebillionr.com/wp-content/plugins/elementor/assets/lib/eicons/fonts/eicons.ttf?5.18.0	C:/My%20Web%20Sites/new%20site%20101/join.futurebillionr.com/wp-content/plugins/elementor/assets/lib/eicons/fonts/eiconsd6bb.ttf	(from https://join.futurebillionr.com/wp-content/plugins/elementor/assets/lib/eicons/css/elementor-icons.min.css?ver=5.18.0)
